,isfake,title
9180,true,Members of the military dont contribute toward their pension.
9181,barely-true,"These are radical Islamic terrorists, and (Hillary Clinton) wont even mention the word."
9182,barely-true,Gov. Romney's own health care plan in Massachusetts ... requires by law that a representative from Planned Parenthood sit on the MassHealth advisory board.
9183,half-true,We [the city of Atlanta] are overbuilt on housing.
9184,false,There are no earmarks in the stimulus bill.
9185,false,"Under those eight years before (Barack)Obama came along, we didnt have any successful radical Islamic terrorist attack in the United States since Sept. 11, 2001."
9186,half-true,"Says New Jersey lost private-sector jobs between 2000 and 2009 because Democrats increased taxes, fees, regulations and state spending."
9187,mostly-true,"Forty-five percent of those whove been unemployed, theyve been unemployed for six months or longer."
9188,half-true,The Obama administrations policies have reduced minority dropout rate by 25 percent.
9189,half-true,Says his administration balanced two budgets with over $13 billion in deficits without raising taxes.
9190,barely-true,The Every Student Succeeds Act did away basically with Common Core.
9191,true,Says Senate candidate Katie McGinty made thousands from companies she previously regulated.
9192,barely-true,Congress and President Obama have accumulated more debt since he took office than the total amount of debt accumulated during the first 200 years of the United States existence.
9193,mostly-true,Says Hillary Clinton tripled the number of people with AIDS whose lives are being saved .. and it did not cost you any more money.
9194,true,Florida ranks last in the ratio of employees to residents...And Florida is dead last in the nation in state employee payroll expenditures per resident.
9195,barely-true,President Barack Obamas Fiscal Year 2013 budget proposal couldnt get support from either party in the House or the Senate.
9196,false,Every engine manufacturer in the United States is now in the state of Texas.
9197,barely-true,Wisconsin was embroiled in a constitutional crisis brought on by the Democratic senators fleeing the state for Illinois to block Gov. Scott Walkers budget-repair bill.
9198,false,"In 2011, (the Islamic State) attempted to attack Fort Knox."
9199,half-true,"Thanks to our policies, for the first time in state history, we have put millions of dollars into our rainy day fund in consecutive years."
9200,half-true,Says Lois Frankel took a 40 percent pay raise as mayor while West Palm Beach lost jobs.
9201,true,Undocumented immigrants pay $12 billion of taxes every single year.
9202,false,The average student comes out of college hundreds of thousands of dollars in debt.
9203,half-true,Says GOP Congressional candidate Scott Jones wants to build a wall. He wants to round people up and deport folks.
9204,barely-true,"Says Austin Mayor Steve Adlers transportation plans linked to Proposition 1 on the ballot remove 27+ miles of traffic lanes around the city, replacing them with lanes dedicated to usage by bicycles and buses."
9205,pants-fire,20 million people could lose their current coverage including our senior citizens who are on Medicare.
9206,false,"Fully inflating tires is ""a step that every expert says would absolutely reduce our oil consumption by 3 to 4 percent."""
9207,pants-fire,"If Buehler were elected, our vote-by-mail system would be at risk."
9208,pants-fire,Lindsey Graham endorsed Charlie Crist for U.S. Senate.
9209,half-true,"Since I took office in January 2011, we have created 11,100 Rhode Island-based jobs."
9210,mostly-true,Tennessees appeals court judges were selected by a handful of party officials in Nashville before the system of merit selection was put into effect.
9211,false,"Over the next two years, this $1.8 billion deficit will cost individual Wisconsinites $300 each, or $1,200 for families of four."
9212,false,Says new figures he released showing Wisconsin job gains for 2011 are the final job numbers.
9213,half-true,Sen. McConnell says its not his job to bring jobs to Kentucky.
9214,mostly-true,Says he forced Washington to open up the Arctic Ocean to oil drilling.
9215,pants-fire,New food safety legislation will regulate backyard gardening.
9216,mostly-true,"A bipartisan payroll tax cut championed by the White House has meant that the average family has an extra $1,000 in their pocket this year."
9217,true,"According to the Centers for Disease Control and Prevention (CDC), about 120 Americans on average die from a drug overdose every day. Overall, drug overdose deaths now outnumber deaths from firearms."
9218,mostly-true,The United Nations has conducted 172 successful peacekeeping missions and negotiations.
9219,barely-true,The insurance risk corridors arent going broke like Republicans predicted.
9220,mostly-true,RIPTA has really some of the fullest buses for its transit agency size around the country.
9221,barely-true,Says Michael Cargill was arrested and incarcerated in Bell County.
9222,barely-true,"Although Democrats represent only 10 of Florida's 25 districts, their districts received 60 percent of the stimulus funds."
9223,barely-true,Every one of more than 30 federal judges who have considered the issue of gay and lesbian rights since last June ruled that marriage is a constitutional right and you cannot deprive individual citizens of that right based on their sexual orientation.
9224,mostly-true,The Obama administration has cut taxes on small businesses 17 times.
9225,half-true,One out of four of our young people say they are victims of this (dating) violence.
9226,false,Every Republican Senate candidate has now announced whether or not they support the Senate taking up the Supreme Court vacancyexcept for Congressman Heck.
9227,barely-true,Says Democratic opponent is too Republican to stand up for us.
9228,barely-true,"Says that when he was governor of Utah, he worked with the state Legislature to create a flat tax that cut income taxes by 30 percent."
